sum,Avg0,SD0,frust0,file,Impure
0,0.0,0.0,0.0,Impure_5_3_2,3
4,0.0,0.0,0.0,Impure_5_3_5,3
5,0.0,0.0,0.0,Impure_5_3_3,3
5,0.0,0.0,0.0,Impure_5_3_5,3
1,0.0,0.0,0.0,Impure_5_3_9,3
0,0.0,0.0,0.0,Impure_5_3_6,3
5,0.0,0.0,0.0,Impure_5_3_9,3
4,0.0,0.0,0.0,Impure_5_3_9,3
3,0.4996566666666662,0.0039759225224445995,0.4,Impure_5_3_2,3
0,0.0,0.0,0.0,Impure_5_3_9,3
3,0.4994233333333329,0.003885856723007323,0.4,Impure_5_3_9,3
2,0.5005766666666662,0.0059082320679815,0.4,Impure_5_3_9,3
5,0.0,0.0,0.0,Impure_5_3_8,3
4,0.0,0.0,0.0,Impure_5_3_8,3
1,0.0,0.0,0.0,Impure_5_3_8,3
0,0.0,0.0,0.0,Impure_5_3_8,3
3,0.5011566666666663,0.0044126014392092,0.4,Impure_5_3_8,3
2,0.4988433333333329,0.006198346463108169,0.4,Impure_5_3_8,3
5,0.0,0.0,0.0,Impure_5_3_7,3
4,0.0,0.0,0.0,Impure_5_3_7,3
1,0.0,0.0,0.0,Impure_5_3_7,3
0,0.0,0.0,0.0,Impure_5_3_7,3
3,0.5007899999999996,0.0040097546584606,0.4,Impure_5_3_7,3
2,0.4992099999999996,0.0036540803412687998,0.4,Impure_5_3_7,3
5,0.0,0.0,0.0,Impure_5_3_6,3
4,0.0,0.0,0.0,Impure_5_3_6,3
1,0.0,0.0,0.0,Impure_5_3_6,3
3,0.499303333333333,0.0053605237520044,0.4,Impure_5_3_6,3
2,0.5003433333333329,0.0044480050043784105,0.4,Impure_5_3_2,3
2,0.5006966666666663,0.004038576531475,0.4,Impure_5_3_6,3
4,0.0,0.0,0.0,Impure_5_3_1,3
0,0.0,0.0,0.0,Impure_5_3_12,3
3,0.5010599999999997,0.0055577270528265,0.4,Impure_5_3_12,3
2,0.4989399999999996,0.0038264915119938,0.4,Impure_5_3_12,3
5,0.0,0.0,0.0,Impure_5_3_11,3
4,0.0,0.0,0.0,Impure_5_3_11,3
1,0.0,0.0,0.0,Impure_5_3_11,3
0,0.0,0.0,0.0,Impure_5_3_11,3
3,0.5004499999999996,0.0044397188566189,0.4,Impure_5_3_11,3
2,0.4995499999999997,0.0072481654460213,0.4,Impure_5_3_11,3
5,0.0,0.0,0.0,Impure_5_3_10,3
4,0.0,0.0,0.0,Impure_5_3_10,3
1,0.0,0.0,0.0,Impure_5_3_10,3
0,0.0,0.0,0.0,Impure_5_3_10,3
3,0.4999899999999997,0.004491952969783,0.4,Impure_5_3_10,3
2,0.5000099999999995,0.005267873534780045,0.4,Impure_5_3_10,3
5,0.0,0.0,0.0,Impure_5_3_0,3
4,0.0,0.0,0.0,Impure_5_3_0,3
1,0.0,0.0,0.0,Impure_5_3_0,3
3,0.4993233333333328,0.004658286623161111,0.4,Impure_5_3_0,3
2,0.5006766666666664,0.0052207645342293,0.4,Impure_5_3_0,3
5,0.0,0.0,0.0,Impure_5_3_1,3
1,0.0,0.0,0.0,Impure_5_3_12,3
4,0.0,0.0,0.0,Impure_5_3_12,3
0,0.0,0.0,0.0,Impure_5_3_0,3
3,0.499053333333333,0.0042122751385603,0.4,Impure_5_3_1,3
5,0.0,0.0,0.0,Impure_5_3_12,3
0,0.0,0.0,0.0,Impure_5_3_1,3
2,0.5009466666666665,0.004555482214735791,0.4,Impure_5_3_1,3
5,0.0,0.0,0.0,Impure_5_3_15,3
4,0.0,0.0,0.0,Impure_5_3_15,3
1,0.0,0.0,0.0,Impure_5_3_15,3
0,0.0,0.0,0.0,Impure_5_3_15,3
3,0.4993233333333329,0.005123136846038967,0.4,Impure_5_3_15,3
2,0.5006766666666664,0.0059159205603493,0.4,Impure_5_3_15,3
5,0.0,0.0,0.0,Impure_5_3_14,3
1,0.0,0.0,0.0,Impure_5_3_1,3
1,0.0,0.0,0.0,Impure_5_3_14,3
0,0.0,0.0,0.0,Impure_5_3_14,3
3,0.4998466666666664,0.0034882530728119598,0.4,Impure_5_3_14,3
2,0.5001533333333329,0.0033819841647832,0.4,Impure_5_3_14,3
5,0.0,0.0,0.0,Impure_5_3_13,3
4,0.0,0.0,0.0,Impure_5_3_13,3
1,0.0,0.0,0.0,Impure_5_3_13,3
0,0.0,0.0,0.0,Impure_5_3_13,3
2,0.499613333333333,0.0048418746569498,0.4,Impure_5_3_13,3
3,0.5003866666666662,0.0039300841299365,0.4,Impure_5_3_13,3
4,0.0,0.0,0.0,Impure_5_3_14,3
0,0.0,0.0,0.0,Impure_5_4_46,4
1,0.0,0.0,0.0,Impure_5_4_46,4
4,0.0,0.0,0.0,Impure_5_4_46,4
0,0.0,0.0,0.0,Impure_5_4_47,4
2,0.4999833333333329,0.0057518081022705,0.4,Impure_5_4_47,4
3,0.5000166666666662,0.0040419368415369,0.4,Impure_5_4_47,4
1,0.0,0.0,0.0,Impure_5_4_47,4
5,0.0,0.0,0.0,Impure_5_4_46,4
3,0.49972999999999956,0.0046734186076866,0.4,Impure_5_4_46,4
0,0.0,0.0,0.0,Impure_5_4_45,4
5,0.0,0.0,0.0,Impure_5_4_45,4
4,0.0,0.0,0.0,Impure_5_4_45,4
1,0.0,0.0,0.0,Impure_5_4_45,4
3,0.4992199999999996,0.0073781801037671,0.4,Impure_5_4_45,4
2,0.5007799999999996,0.0051588201240892,0.4,Impure_5_4_45,4
5,0.0,0.0,0.0,Impure_5_4_44,4
4,0.0,0.0,0.0,Impure_5_4_44,4
4,0.0,0.0,0.0,Impure_5_4_47,4
1,0.0,0.0,0.0,Impure_5_4_44,4
2,0.5002699999999997,0.0045866314563264,0.4,Impure_5_4_46,4
1,0.0,0.0,0.0,Impure_5_4_50,4
1,0.0,0.0,0.0,Impure_5_4_49,4
2,0.5004633333333329,0.0070612909142083,0.4,Impure_5_4_48,4
0,0.0,0.0,0.0,Impure_5_4_44,4
0,0.0,0.0,0.0,Impure_5_4_50,4
3,0.4994633333333332,0.004986179921970665,0.4,Impure_5_4_50,4
2,0.5005366666666662,0.0053335303672999,0.4,Impure_5_4_50,4
5,0.0,0.0,0.0,Impure_5_4_4,4
4,0.0,0.0,0.0,Impure_5_4_4,4
1,0.0,0.0,0.0,Impure_5_4_4,4
0,0.0,0.0,0.0,Impure_5_4_4,4
3,0.4987766666666663,0.0050613580682018,0.4,Impure_5_4_4,4
5,0.0,0.0,0.0,Impure_5_4_49,4
4,0.0,0.0,0.0,Impure_5_4_49,4
0,0.0,0.0,0.0,Impure_5_4_49,4
3,0.4994766666666662,0.0059521590751331,0.4,Impure_5_4_49,4
2,0.5005233333333331,0.005367587282567201,0.4,Impure_5_4_49,4
5,0.0,0.0,0.0,Impure_5_4_48,4
4,0.0,0.0,0.0,Impure_5_4_48,4
1,0.0,0.0,0.0,Impure_5_4_48,4
0,0.0,0.0,0.0,Impure_5_4_48,4
3,0.4995366666666663,0.0039805006847642,0.4,Impure_5_4_48,4
5,0.0,0.0,0.0,Impure_5_4_47,4
3,0.4987266666666664,0.0045571459194785,0.4,Impure_5_4_44,4
3,0.4971233333333328,0.0039543536014117935,0.4,Impure_5_4_40,4
5,0.0,0.0,0.0,Impure_5_4_43,4
4,0.0,0.0,0.0,Impure_5_4_3,4
1,0.0,0.0,0.0,Impure_5_4_3,4
0,0.0,0.0,0.0,Impure_5_4_3,4
3,0.5007299999999996,0.0038172654520209,0.4,Impure_5_4_3,4
2,0.4992699999999996,0.0051454566406563,0.4,Impure_5_4_3,4
5,0.0,0.0,0.0,Impure_5_4_39,4
4,0.0,0.0,0.0,Impure_5_4_39,4
1,0.0,0.0,0.0,Impure_5_4_39,4
0,0.0,0.0,0.0,Impure_5_4_39,4
3,0.4996299999999997,0.0046912485481001185,0.4,Impure_5_4_39,4
2,0.5003699999999995,0.0057296236399273,0.4,Impure_5_4_39,4
5,0.0,0.0,0.0,Impure_5_4_38,4
4,0.0,0.0,0.0,Impure_5_4_38,4
1,0.0,0.0,0.0,Impure_5_4_38,4
0,0.0,0.0,0.0,Impure_5_4_38,4
3,0.5000533333333329,0.0043921386151931,0.4,Impure_5_4_38,4
2,0.49994666666666643,0.0044575029866231,0.4,Impure_5_4_38,4
5,0.0,0.0,0.0,Impure_5_4_37,4
4,0.0,0.0,0.0,Impure_5_4_50,4
5,0.0,0.0,0.0,Impure_5_4_3,4
2,0.5012733333333331,0.004779710772939829,0.4,Impure_5_4_44,4
2,0.5028766666666662,0.0041923583206012,0.4,Impure_5_4_40,4
1,0.0,0.0,0.0,Impure_5_4_40,4
4,0.0,0.0,0.0,Impure_5_4_43,4
1,0.0,0.0,0.0,Impure_5_4_43,4
0,0.0,0.0,0.0,Impure_5_4_43,4
3,0.4993966666666664,0.0049287369069886,0.4,Impure_5_4_43,4
2,0.5006033333333328,0.0061065626804243,0.4,Impure_5_4_43,4
5,0.0,0.0,0.0,Impure_5_4_42,4
4,0.0,0.0,0.0,Impure_5_4_42,4
1,0.0,0.0,0.0,Impure_5_4_42,4
0,0.0,0.0,0.0,Impure_5_4_42,4
3,0.4989099999999996,0.0054605274951022,0.4,Impure_5_4_42,4
2,0.5010899999999996,0.0054216462236501665,0.4,Impure_5_4_42,4
5,0.0,0.0,0.0,Impure_5_4_41,4
4,0.0,0.0,0.0,Impure_5_4_41,4
1,0.0,0.0,0.0,Impure_5_4_41,4
0,0.0,0.0,0.0,Impure_5_4_41,4
3,0.4994533333333329,0.0053105918033073,0.4,Impure_5_4_41,4
2,0.5005466666666661,0.0045285268064891,0.4,Impure_5_4_41,4
5,0.0,0.0,0.0,Impure_5_4_40,4
4,0.0,0.0,0.0,Impure_5_4_40,4
0,0.0,0.0,0.0,Impure_5_4_40,4
5,0.0,0.0,0.0,Impure_5_4_50,4
0,0.0,0.0,0.0,Impure_5_4_6,4
3,0.5002566666666663,0.0048972078414713,0.4,Impure_5_4_51,4
2,0.4997399999999995,0.0063534058801436,0.4,Impure_5_4_6,4
5,0.0,0.0,0.0,Impure_5_4_60,4
4,0.0,0.0,0.0,Impure_5_4_60,4
1,0.0,0.0,0.0,Impure_5_4_60,4
0,0.0,0.0,0.0,Impure_5_4_60,4
3,0.4988833333333329,0.0046505888796274,0.4,Impure_5_4_60,4
2,0.5011166666666662,0.005229853550424796,0.4,Impure_5_4_60,4
5,0.0,0.0,0.0,Impure_5_4_5,4
4,0.0,0.0,0.0,Impure_5_4_5,4
1,0.0,0.0,0.0,Impure_5_4_5,4
0,0.0,0.0,0.0,Impure_5_4_5,4
3,0.4998533333333328,0.0042196592938255,0.4,Impure_5_4_5,4
2,0.5001466666666662,0.0042036008046849,0.4,Impure_5_4_5,4
5,0.0,0.0,0.0,Impure_5_4_59,4
4,0.0,0.0,0.0,Impure_5_4_59,4
1,0.0,0.0,0.0,Impure_5_4_59,4
0,0.0,0.0,0.0,Impure_5_4_59,4
3,0.5003433333333331,0.0051078223172009,0.4,Impure_5_4_59,4
2,0.4996566666666663,0.0042979954489593,0.4,Impure_5_4_59,4
3,0.5002599999999997,0.0049370493378361,0.4,Impure_5_4_6,4
5,0.0,0.0,0.0,Impure_5_4_58,4
4,0.0,0.0,0.0,Impure_5_4_37,4
4,0.0,0.0,0.0,Impure_5_4_6,4
5,0.0,0.0,0.0,Impure_5_4_9,4
4,0.0,0.0,0.0,Impure_5_4_9,4
1,0.0,0.0,0.0,Impure_5_4_9,4
0,0.0,0.0,0.0,Impure_5_4_9,4
3,0.4998299999999995,0.0033319799304759668,0.4,Impure_5_4_9,4
2,0.5001699999999997,0.0053504714917997995,0.4,Impure_5_4_9,4
5,0.0,0.0,0.0,Impure_5_4_8,4
4,0.0,0.0,0.0,Impure_5_4_8,4
1,0.0,0.0,0.0,Impure_5_4_8,4
0,0.0,0.0,0.0,Impure_5_4_8,4
3,0.4999466666666662,0.0046307732071997,0.4,Impure_5_4_8,4
2,0.500053333333333,0.0041189365195395,0.4,Impure_5_4_8,4
5,0.0,0.0,0.0,Impure_5_4_7,4
4,0.0,0.0,0.0,Impure_5_4_7,4
1,0.0,0.0,0.0,Impure_5_4_7,4
0,0.0,0.0,0.0,Impure_5_4_7,4
3,0.4986566666666664,0.0050303527389927005,0.4,Impure_5_4_7,4
2,0.501343333333333,0.0058518080993614,0.4,Impure_5_4_7,4
5,0.0,0.0,0.0,Impure_5_4_6,4
1,0.0,0.0,0.0,Impure_5_4_6,4
2,0.4997433333333328,0.0050618339930171,0.4,Impure_5_4_51,4
4,0.0,0.0,0.0,Impure_5_4_58,4
0,0.0,0.0,0.0,Impure_5_4_58,4
0,0.0,0.0,0.0,Impure_5_4_54,4
3,0.4967433333333329,0.0054542261598017,0.4,Impure_5_4_54,4
2,0.5032566666666665,0.0047952019681579,0.4,Impure_5_4_54,4
5,0.0,0.0,0.0,Impure_5_4_53,4
4,0.0,0.0,0.0,Impure_5_4_53,4
1,0.0,0.0,0.0,Impure_5_4_53,4
0,0.0,0.0,0.0,Impure_5_4_53,4
3,0.4983866666666661,0.004230549651783,0.4,Impure_5_4_53,4
2,0.501613333333333,0.0049622446846756,0.4,Impure_5_4_53,4
5,0.0,0.0,0.0,Impure_5_4_52,4
4,0.0,0.0,0.0,Impure_5_4_52,4
1,0.0,0.0,0.0,Impure_5_4_52,4
0,0.0,0.0,0.0,Impure_5_4_52,4
3,0.5003266666666664,0.0048941075603109,0.4,Impure_5_4_52,4
2,0.4996733333333328,0.0053858955907183,0.4,Impure_5_4_52,4
5,0.0,0.0,0.0,Impure_5_4_51,4
4,0.0,0.0,0.0,Impure_5_4_51,4
1,0.0,0.0,0.0,Impure_5_4_51,4
0,0.0,0.0,0.0,Impure_5_4_51,4
1,0.0,0.0,0.0,Impure_5_4_54,4
1,0.0,0.0,0.0,Impure_5_4_58,4
4,0.0,0.0,0.0,Impure_5_4_54,4
2,0.4996399999999998,0.0046926435473096,0.4,Impure_5_4_55,4
3,0.5006999999999997,0.008063235491672099,0.4,Impure_5_4_58,4
2,0.49929999999999963,0.0054534457166449,0.4,Impure_5_4_58,4
5,0.0,0.0,0.0,Impure_5_4_57,4
4,0.0,0.0,0.0,Impure_5_4_57,4
1,0.0,0.0,0.0,Impure_5_4_57,4
0,0.0,0.0,0.0,Impure_5_4_57,4
3,0.49945333333333286,0.0051872964559347,0.4,Impure_5_4_57,4
2,0.5005466666666663,0.0066452526898024,0.4,Impure_5_4_57,4
5,0.0,0.0,0.0,Impure_5_4_56,4
4,0.0,0.0,0.0,Impure_5_4_56,4
1,0.0,0.0,0.0,Impure_5_4_56,4
0,0.0,0.0,0.0,Impure_5_4_56,4
3,0.5000199999999997,0.0045618292873204,0.4,Impure_5_4_56,4
2,0.4999799999999996,0.0058496271561216005,0.4,Impure_5_4_56,4
5,0.0,0.0,0.0,Impure_5_4_55,4
4,0.0,0.0,0.0,Impure_5_4_55,4
1,0.0,0.0,0.0,Impure_5_4_55,4
0,0.0,0.0,0.0,Impure_5_4_55,4
3,0.5003599999999996,0.005905583522022639,0.4,Impure_5_4_55,4
5,0.0,0.0,0.0,Impure_5_4_54,4
1,0.0,0.0,0.0,Impure_5_4_37,4
2,0.5012233333333331,0.0038856359212867883,0.4,Impure_5_4_4,4
3,0.5009966666666663,0.0056305732268017,0.4,Impure_5_4_37,4
5,0.0,0.0,0.0,Impure_5_4_19,4
4,0.0,0.0,0.0,Impure_5_4_19,4
1,0.0,0.0,0.0,Impure_5_4_19,4
0,0.0,0.0,0.0,Impure_5_4_19,4
3,0.4987499999999996,0.005384581408152531,0.4,Impure_5_4_19,4
2,0.5012499999999996,0.0046831724599149995,0.4,Impure_5_4_19,4
5,0.0,0.0,0.0,Impure_5_4_18,4
4,0.0,0.0,0.0,Impure_5_4_18,4
1,0.0,0.0,0.0,Impure_5_4_18,4
0,0.0,0.0,0.0,Impure_5_4_18,4
3,0.5001199999999998,0.004658663797808938,0.4,Impure_5_4_18,4
2,0.4998799999999996,0.0045980609927791,0.4,Impure_5_4_18,4
5,0.0,0.0,0.0,Impure_5_4_17,4
4,0.0,0.0,0.0,Impure_5_4_17,4
1,0.0,0.0,0.0,Impure_5_4_17,4
0,0.0,0.0,0.0,Impure_5_4_17,4
3,0.5010466666666662,0.0044829176035922,0.4,Impure_5_4_17,4
2,0.498953333333333,0.0051035977101693,0.4,Impure_5_4_17,4
5,0.0,0.0,0.0,Impure_5_4_16,4
2,0.4987199999999996,0.0055198018801443,0.4,Impure_5_4_1,4
4,0.0,0.0,0.0,Impure_5_4_16,4
3,0.5012799999999995,0.006289911578203,0.4,Impure_5_4_1,4
1,0.0,0.0,0.0,Impure_5_4_1,4
4,0.0,0.0,0.0,Impure_5_4_22,4
1,0.0,0.0,0.0,Impure_5_4_22,4
0,0.0,0.0,0.0,Impure_5_4_22,4
3,0.5006299999999996,0.0045255699439799004,0.4,Impure_5_4_22,4
2,0.4993699999999996,0.0045771948001267,0.4,Impure_5_4_22,4
5,0.0,0.0,0.0,Impure_5_4_21,4
4,0.0,0.0,0.0,Impure_5_4_21,4
1,0.0,0.0,0.0,Impure_5_4_21,4
0,0.0,0.0,0.0,Impure_5_4_21,4
3,0.4983366666666663,0.0043175813122881,0.4,Impure_5_4_21,4
2,0.501663333333333,0.004581092742604945,0.4,Impure_5_4_21,4
5,0.0,0.0,0.0,Impure_5_4_20,4
4,0.0,0.0,0.0,Impure_5_4_20,4
1,0.0,0.0,0.0,Impure_5_4_20,4
0,0.0,0.0,0.0,Impure_5_4_20,4
3,0.49828333333333297,0.005016000962561,0.4,Impure_5_4_20,4
2,0.5017166666666663,0.004629247515524852,0.4,Impure_5_4_20,4
5,0.0,0.0,0.0,Impure_5_4_1,4
4,0.0,0.0,0.0,Impure_5_4_1,4
0,0.0,0.0,0.0,Impure_5_4_1,4
1,0.0,0.0,0.0,Impure_5_4_16,4
0,0.0,0.0,0.0,Impure_5_4_16,4
3,0.5020766666666662,0.0038754920101355,0.4,Impure_5_4_16,4
2,0.4989666666666664,0.0057006381050624996,0.4,Impure_5_4_12,4
4,0.0,0.0,0.0,Impure_5_4_11,4
1,0.0,0.0,0.0,Impure_5_4_11,4
0,0.0,0.0,0.0,Impure_5_4_11,4
3,0.4988466666666663,0.0061195860958793,0.4,Impure_5_4_11,4
2,0.501153333333333,0.0031761248305729,0.4,Impure_5_4_11,4
5,0.0,0.0,0.0,Impure_5_4_10,4
4,0.0,0.0,0.0,Impure_5_4_10,4
1,0.0,0.0,0.0,Impure_5_4_10,4
0,0.0,0.0,0.0,Impure_5_4_10,4
3,0.5012933333333329,0.004356099686170926,0.4,Impure_5_4_10,4
2,0.4987066666666664,0.0044133941906012,0.4,Impure_5_4_10,4
5,0.0,0.0,0.0,Impure_5_4_0,4
4,0.0,0.0,0.0,Impure_5_4_0,4
1,0.0,0.0,0.0,Impure_5_4_0,4
0,0.0,0.0,0.0,Impure_5_4_0,4
3,0.5013533333333329,0.0050913801721061,0.4,Impure_5_4_0,4
2,0.4986466666666663,0.0057487116907065,0.4,Impure_5_4_0,4
0,0.0,0.0,0.0,Impure_5_4_37,4
3,0.5010333333333331,0.0050627774214655995,0.4,Impure_5_4_12,4
0,0.0,0.0,0.0,Impure_5_4_12,4
1,0.0,0.0,0.0,Impure_5_4_12,4
4,0.0,0.0,0.0,Impure_5_4_12,4
2,0.497923333333333,0.0056518539764059995,0.4,Impure_5_4_16,4
5,0.0,0.0,0.0,Impure_5_4_15,4
4,0.0,0.0,0.0,Impure_5_4_15,4
1,0.0,0.0,0.0,Impure_5_4_15,4
0,0.0,0.0,0.0,Impure_5_4_15,4
3,0.5000566666666663,0.0049407824943555,0.4,Impure_5_4_15,4
2,0.499943333333333,0.0053928975391736005,0.4,Impure_5_4_15,4
5,0.0,0.0,0.0,Impure_5_4_14,4
4,0.0,0.0,0.0,Impure_5_4_14,4
5,0.0,0.0,0.0,Impure_5_4_22,4
1,0.0,0.0,0.0,Impure_5_4_14,4
3,0.5002866666666662,0.0055126647907281,0.4,Impure_5_4_14,4
2,0.4997133333333329,0.0048138635843447,0.4,Impure_5_4_14,4
5,0.0,0.0,0.0,Impure_5_4_13,4
4,0.0,0.0,0.0,Impure_5_4_13,4
1,0.0,0.0,0.0,Impure_5_4_13,4
0,0.0,0.0,0.0,Impure_5_4_13,4
3,0.4998333333333328,0.0064244247797328995,0.4,Impure_5_4_13,4
2,0.5001666666666662,0.0063820156834513,0.4,Impure_5_4_13,4
5,0.0,0.0,0.0,Impure_5_4_12,4
0,0.0,0.0,0.0,Impure_5_4_14,4
2,0.5005999999999997,0.0059968133479186,0.4,Impure_5_4_23,4
5,0.0,0.0,0.0,Impure_5_4_11,4
0,0.0,0.0,0.0,Impure_5_4_23,4
3,0.4972999999999996,0.004944116779571645,0.4,Impure_5_4_33,4
2,0.5026999999999997,0.003947597828290652,0.4,Impure_5_4_33,4
5,0.0,0.0,0.0,Impure_5_4_32,4
4,0.0,0.0,0.0,Impure_5_4_32,4
1,0.0,0.0,0.0,Impure_5_4_32,4
0,0.0,0.0,0.0,Impure_5_4_32,4
3,0.4999666666666662,0.0048082948147144,0.4,Impure_5_4_32,4
2,0.5000333333333329,0.0053375233796734,0.4,Impure_5_4_32,4
5,0.0,0.0,0.0,Impure_5_4_31,4
4,0.0,0.0,0.0,Impure_5_4_31,4
1,0.0,0.0,0.0,Impure_5_4_31,4
0,0.0,0.0,0.0,Impure_5_4_31,4
3,0.4993266666666663,0.0047120537299367,0.4,Impure_5_4_31,4
2,0.5006733333333329,0.0063224898966346005,0.4,Impure_5_4_31,4
5,0.0,0.0,0.0,Impure_5_4_30,4
4,0.0,0.0,0.0,Impure_5_4_30,4
1,0.0,0.0,0.0,Impure_5_4_30,4
0,0.0,0.0,0.0,Impure_5_4_30,4
3,0.5005699999999993,0.0044144509950396,0.4,Impure_5_4_30,4
0,0.0,0.0,0.0,Impure_5_4_33,4
2,0.4994299999999996,0.005791533040746368,0.4,Impure_5_4_30,4
1,0.0,0.0,0.0,Impure_5_4_33,4
5,0.0,0.0,0.0,Impure_5_4_33,4
2,0.499003333333333,0.0046949778231932,0.4,Impure_5_4_37,4
3,0.4993999999999996,0.0048167420199299,0.4,Impure_5_4_23,4
5,0.0,0.0,0.0,Impure_5_4_36,4
4,0.0,0.0,0.0,Impure_5_4_36,4
1,0.0,0.0,0.0,Impure_5_4_36,4
0,0.0,0.0,0.0,Impure_5_4_36,4
3,0.4996366666666662,0.005953885080468,0.4,Impure_5_4_36,4
2,0.5003633333333329,0.0055673916322673996,0.4,Impure_5_4_36,4
5,0.0,0.0,0.0,Impure_5_4_35,4
4,0.0,0.0,0.0,Impure_5_4_35,4
0,0.0,0.0,0.0,Impure_5_4_35,4
3,0.5009299999999997,0.003640174060873095,0.4,Impure_5_4_35,4
2,0.4990699999999997,0.003823051934102375,0.4,Impure_5_4_35,4
5,0.0,0.0,0.0,Impure_5_4_34,4
4,0.0,0.0,0.0,Impure_5_4_34,4
1,0.0,0.0,0.0,Impure_5_4_34,4
0,0.0,0.0,0.0,Impure_5_4_34,4
3,0.4990999999999997,0.007569300666059,0.4,Impure_5_4_34,4
2,0.5008999999999995,0.0051384377419919,0.4,Impure_5_4_34,4
4,0.0,0.0,0.0,Impure_5_4_33,4
5,0.0,0.0,0.0,Impure_5_4_2,4
1,0.0,0.0,0.0,Impure_5_4_35,4
1,0.0,0.0,0.0,Impure_5_4_2,4
1,0.0,0.0,0.0,Impure_5_4_26,4
0,0.0,0.0,0.0,Impure_5_4_26,4
3,0.5014799999999997,0.0060483021676126,0.4,Impure_5_4_26,4
2,0.4985199999999997,0.0050431025789478,0.4,Impure_5_4_26,4
5,0.0,0.0,0.0,Impure_5_4_25,4
4,0.0,0.0,0.0,Impure_5_4_25,4
1,0.0,0.0,0.0,Impure_5_4_25,4
0,0.0,0.0,0.0,Impure_5_4_25,4
3,0.5005799999999995,0.0052059761321564,0.4,Impure_5_4_25,4
2,0.4994199999999996,0.0057777803404800996,0.4,Impure_5_4_25,4
5,0.0,0.0,0.0,Impure_5_4_24,4
4,0.0,0.0,0.0,Impure_5_4_24,4
0,0.0,0.0,0.0,Impure_5_4_24,4
3,0.5008299999999997,0.0070409669516505995,0.4,Impure_5_4_24,4
